83.95,1.9,0.28,1.01,1.86,1.94,0.28,0.04,1.82,0.49,0.81,17.7,0.4,0,0.2,0.2,0.65,1
80.43,1.74,1.34,0,1.34,0.27,0.54,0.13,0,0.13,0.27,16.89,0.4,0.54,0,0.54,0,1
76.17,1.64,1.55,0.17,2.25,1.04,0,0,0,0,0.09,17.36,0.43,0,0,0.86,0.35,1
77.9,0.53,0.4,0,1.46,2.66,0.53,0.13,0.53,0,0.27,15.18,0.27,0,0,0.13,0.27,1
83.14,1.03,0,0,1.75,0.1,0.72,4.32,0.1,0,0.21,12.23,0,0.1,0,1.34,0,1
79.46,3.79,0.24,0.24,2.08,1.59,0,0.12,0.49,0,0,15.89,0.73,0.24,0.73,1.34,1.71,1
76.28,5.46,0.18,0.09,1.07,0,0,0.09,0.18,0.09,0.09,17.99,0.09,0,0,2.51,0.36,1
81.22,1.16,0,0.29,1.89,0.15,1.02,2.04,0,0,0.15,14.26,0.44,0,0.15,0,1.16,1
78.54,2.47,0.11,0.21,3.11,0.11,2.79,0,0,0.11,0.21,14.16,0.97,0.11,0,1.39,1.29,1
80.28,3.36,0.76,0.31,1.99,0,0,0,0,0,0,17.43,0.15,0,0.15,1.53,1.38,1
76.9,1.13,1.83,0.14,1.69,1.41,0.14,0,0,0,0,15.92,0.14,0,0,1.27,0.28,1
79.02,1.96,0.78,0,2.16,0.78,0.2,0,0.39,0,0,16.47,0.2,0,0.2,0,1.18,1
69.52,3.05,0.58,0.15,1.02,0.73,0.15,0,0.15,0.29,0,15.67,0,0,0,0.73,0,1
76.07,4.91,2.14,0.13,1.26,2.02,0.25,0,0.38,0.5,0.38,26.57,0.5,0,0,1.26,1.26,1
80.11,1.28,0.16,0.08,1.84,0.4,0.24,0,0,0,0,11.98,0,0.16,0,0.4,0,1
79.4,1.8,0.42,0.05,2.48,1.11,0.48,0.16,0,0.05,0,19.81,0.42,0,0,0.32,2.75,1
79.03,1.67,0,0.15,1.51,0.38,0.23,0,0.08,0.08,0.08,11.73,0.08,0,0,0.45,0.3,1
76.26,2.09,1.35,0.37,1.97,1.11,0.37,0.37,0,0,0.12,15.13,0.12,0.12,0,0.74,0,1
75.07,2.75,0.6,0,1.79,0.36,0.44,0,0.2,0.08,0.24,19.39,0.6,0.08,0,0.44,0.96,1
68.15,2.88,1.59,0.2,3.47,1.19,0.2,0.1,0,0.1,0,14.29,0.3,0.1,0.2,1.29,0.6,1
73.37,1.05,0.7,0.47,0.81,0.58,0.23,0,0,0,0.12,17.67,0.35,0,0,0.58,0.93,1
75.52,3.79,1.07,0,1.4,0.66,0.08,0,0,0,0,11.62,0.16,0,0,0.25,0.33,1
80.76,1.97,0.16,0.49,0.66,0.49,0,0,0.16,0.16,0,18.09,0.82,0,0,1.64,1.64,1
