function,article,prep,number,quant,anger,friend,cause,hear,bio,time,swear,netspeak,Type
38.98,9.21,12.65,3.72,2.98,0.09,0.28,1.4,1.67,0.56,3.72,0,0.09,Real
38.98,9.21,12.65,3.72,3.07,0.09,0.28,1.4,1.67,0.56,3.72,0,0.09,Real
39.81,6.7,13.77,1.77,2.05,1.3,0.28,0.28,1.86,1.02,6.14,0,0.09,Real
39.11,9.22,11.82,6.24,2.42,0.37,0.19,0.74,0.65,0.74,6.61,0,0,Real
44.45,10.44,15.38,2.98,1.86,0.09,0.19,2.61,1.4,1.96,4.66,0,0.19,Real
52.38,8.96,16.15,2.61,2.24,0.19,0.09,2.15,0.56,0.09,2.15,0,0,Real
42.3,7,13.35,3.27,3.55,0.75,0.19,2.52,0.65,0.56,2.24,0,0.19,Real
47.94,8.41,11.68,2.15,2.15,0.09,0.09,1.5,0.93,0.19,4.39,0,0.28,Real
43.08,7.29,14.77,4.11,2.24,0.65,0.47,1.5,1.21,0.56,6.45,0,0.09,Real
36.36,5.61,16.45,8.32,5.14,0.47,0.19,3.27,1.12,0.19,5.61,0,0.28,Real
44.7,6.56,14.15,2.91,2.81,0.56,0.28,0.84,0.66,0.37,6.75,0,0.28,Real
49.77,7.69,15.28,2.62,2.34,0.75,0.09,2.16,1.78,0.37,3.47,0,0.09,Real
44.28,6.57,13.32,2.81,3.47,0.19,0.56,1.97,0.66,0.84,6.38,0,0.19,Real
43.66,6.29,12.21,1.69,2.54,2.44,0.19,2.91,0.19,0.56,3.29,0.09,0.19,Real
43.09,6.02,10.91,2.73,3.1,0.56,0.09,0.94,1.32,4.89,5.83,0.09,0.19,Real
43.03,7.25,13.47,2.45,1.32,0.75,0.28,1.04,0.19,1.04,5.56,0,0.19,Real
44.53,7.55,12.26,2.45,2.45,0.38,0.09,5.38,1.51,3.49,6.04,0,0,Real
49.58,6.7,15.11,4.72,2.83,0.19,0.09,1.42,0.94,0.94,5,0,0.09,Real
48.2,7.75,11.81,1.42,1.13,1.13,0.19,1.32,1.32,1.7,4.16,0.19,0,Real
40.36,8.22,11.72,1.61,1.32,0.95,0.09,0.76,1.32,0.19,5.67,0,0.76,Real
45.09,6.99,15.69,5.77,3.97,0.09,0.09,2.27,0.19,0.38,6.14,0,0.09,Real
43.52,8.42,14.47,1.89,2.46,0.47,0.19,1.32,0.95,0.57,5.2,0,0.38,Real
41.72,6.81,13.53,2.65,3.41,1.14,0.28,1.42,0,0.09,4.82,0,0.28,Real
42.9,7.01,13.45,2.18,2.46,0.47,0.47,2.46,1.14,9,2.56,0,0,Real
40.89,7.78,12.71,2.56,3.61,1.33,0.28,1.71,1.23,3.13,3.51,0.09,0.19,Real
48.52,6.67,12.68,1.62,1.53,0.57,0.29,1.72,2.19,0.95,3.91,0,0,Real
43.89,12.21,17.18,1.72,1.81,0,0.38,2.39,0.29,0.19,6.01,0,0,Real
40.17,9.64,15.46,2.48,1.43,0.95,0.1,1.43,1.24,1.34,4.87,0,0,Real
47.13,8.99,15.3,2.29,1.34,0.19,0.57,2.29,0.86,0.67,4.49,0,0,Real
42.26,7.07,12.52,2.29,1.63,0.86,0.1,2.68,0.48,0.48,5.83,0,0.19,Real
46.27,6.69,13.29,2.39,2.58,0.29,0.19,0.86,2.39,0.67,5.83,0,0.38,Real
38.18,7.94,12.44,1.91,2.11,0.77,0.29,1.44,1.24,0.48,5.26,0,0.29,Real
44.69,8.8,11.2,2.39,2.11,0.19,0.1,0.86,1.63,1.24,4.31,0.1,0.1,Real
50.77,7.76,10.63,4.21,2.11,0.19,0.29,1.92,2.87,0.96,2.68,0,0,Real
38.22,7.38,13.22,3.26,1.72,0.1,0.38,1.53,1.34,1.05,4.12,0,0.1,Real
42.47,7.86,15.63,1.92,1.63,0.48,0.38,1.73,0.29,0.38,3.45,0,0,Real
45.54,4.31,12.56,2.59,3.16,0,0.19,1.92,1.73,1.53,2.97,0,0.1,Real
44.97,6.71,13.04,3.64,3.55,0.29,0.1,1.92,0.77,0.48,3.74,0.67,0.29,Real
42.61,6.05,10.46,2.5,3.17,0.58,0.1,0.96,1.34,4.99,5.85,0.1,0.19,Real
51.25,7.2,13.24,1.82,1.82,0.86,0.1,1.63,0.58,0.77,4.61,0,0.29,Real
45.39,6.53,15.74,3.07,1.44,0.77,0.58,1.06,0.48,0.48,3.65,0,0.1,Real
39.39,12.58,17.58,2.31,3.07,0.1,0.58,1.25,0.1,0.67,2.88,0,0,Real
48.7,5.67,14.02,2.21,0.86,0.1,0.19,1.25,2.02,1.25,5.19,0,0.38,Real
51.35,7.12,12.5,3.27,2.69,0.38,0.19,0.96,1.15,3.46,6.44,0.19,0,Real
43.08,7.69,14.71,4.52,2.4,0.19,0.1,2.02,0,0.29,4.62,0.1,0.19,Real
42.83,9.05,14.53,3.37,2.5,2.6,0.19,1.35,2.5,1.06,5.2,0.1,0.1,Real
38.79,6.26,15.98,1.83,1.54,0.77,0.29,1.15,0.87,0.48,4.72,0.29,0.19,Real
41.43,11.18,14.84,2.02,1.93,0,0.29,0.96,0.77,1.73,5.3,0,0,Real
47.59,6.17,13.1,2.31,1.73,1.25,0.29,1.16,2.99,0.77,6.65,0.1,0,Real
48.75,7.13,11.56,1.64,3.08,0.29,0.19,1.06,1.45,0.1,3.18,0,0.1,Real
41.23,8.38,11.95,3.08,1.25,1.06,0.1,2.22,2.31,0.67,3.37,0,0.87,Real
41.95,8.49,14.56,2.41,1.25,1.25,0.48,1.25,1.35,1.06,6.17,0.1,0.1,Real
45.61,8.97,14.75,2.31,2.12,0.1,0.48,0.96,1.93,0.39,6.94,0,0.29,Real
45.56,7.14,14.96,2.8,1.54,1.25,0.48,1.06,1.16,1.35,6.18,0.19,0.19,Real
41.51,8.98,14.19,2.32,4.05,0.77,0.19,1.83,0.87,0.58,4.15,0,0.1,Real
42.37,9.36,12.45,2.51,2.22,0.77,0.39,1.74,1.93,0.29,6.27,0,0.39,Real
34.85,5.41,13.22,3.86,2.22,0.29,0.1,1.74,0.48,0.39,4.15,0,0.48,Real
45.31,8.41,13.82,2.8,0.97,1.64,0.77,1.35,2.13,1.93,5.12,0,0,Real
39.42,7.92,17,3,2.13,0.1,0.19,2.61,0,0.87,4.83,0,0,Real
42.75,9.67,15.09,3,2.13,1.45,0.39,0.68,0.48,0.58,4.26,0,0.97,Real
43.52,9.48,13.73,4.06,3.09,1.55,0.1,1.74,2.51,0.39,4.45,0,0.58,Real
41.53,6.78,11.91,2.81,1.74,1.65,0.29,1.16,0.39,1.06,6,0,0,Real
45.6,8.52,13.65,3.39,2.23,0.39,0.1,1.55,1.36,0.68,5.23,0,0.29,Real
37.89,7.95,13.08,3.39,0.97,1.55,0.19,1.07,2.33,1.55,5.14,0,0,Real
48.59,8.24,15.13,2.81,2.33,0.48,0.19,1.84,0.58,0.68,3.98,0,0,Real
42.19,5.33,10.67,2.42,2.33,0.19,0.39,1.16,2.04,1.07,2.52,0,0.1,Real
41.13,9.89,13.97,2.52,2.91,0.39,0.19,2.13,0.97,0.39,4.07,0,0.1,Real
39.22,7.38,14.17,2.14,1.36,0.49,0.58,0.87,1.07,0.49,3.88,0,0.1,Real
42.57,6.61,12.05,5.83,1.85,0.49,0.1,0.97,2.24,0.19,6.8,0,0,Real
43.34,6.9,14.67,8.55,2.33,0.19,0.1,0.49,0.87,0.39,6.51,0,0.19,Real
43.91,7.59,12.76,4.38,1.66,0,0.19,2.24,1.07,6.72,5.26,0,0,Real
41.48,7.59,14.02,2.14,1.75,0.58,0.39,0.78,2.82,0.39,5.84,0,0.29,Real
38.27,8.57,15.09,6.62,2.04,0.29,0.19,2.34,1.17,0.78,3.7,0,0.19,Real
38.17,6.33,15.58,3.99,3.7,1.56,0.1,1.75,1.46,0.68,7.59,0,0.19,Real
42.16,6.43,16.36,5.16,3.21,0.1,0.1,1.66,0.58,0.29,7.79,0,0.1,Real
46.98,8.77,13.74,3.22,1.75,0.39,0.1,1.75,0.39,0,6.73,0,0,Real
44.15,6.53,12.96,3.22,1.85,1.07,0.19,1.36,1.95,0.58,5.07,0,0.29,Real
44.44,8.97,13.45,2.63,2.34,1.27,0.29,1.46,0.58,1.66,5.85,0.1,0.39,Real
40,8,13.85,6.83,1.85,0.59,0.29,1.07,0.39,0.78,6.15,0,0,Real
38.77,8.3,14.55,2.93,1.56,0.78,0.29,1.17,0.88,1.07,3.12,0,0.1,Real
39.16,7.52,13.96,1.95,1.66,0.49,0.68,0.88,1.07,0.39,3.81,0,0.1,Real
42.03,9.68,13.88,4.01,1.66,0.1,0.39,3.03,1.17,0.49,4.11,0,0.2,Real
45.16,8.31,12.71,2.25,1.47,0.29,0.29,0.78,1.66,0.39,4.2,0,0.39,Real
45.45,7.53,13.59,4.11,3.23,0.59,0.1,0.78,0.29,0.29,6.06,0,0.2,Real
44.07,8.42,13.12,3.23,1.08,0.39,0.1,1.57,1.57,0.1,6.07,0,0.1,Real
42.31,7.44,13.81,2.64,2.06,0.29,0.1,1.86,1.47,0.2,5.19,0,0.2,Real
42.98,9.81,13.44,9.32,1.67,0.1,0.2,1.37,0.98,4.02,7.07,0,0.2,Real
42.04,9.63,13.56,1.87,1.87,0.2,0.1,1.67,0.98,0.59,7.76,0,0,Real
39.53,7.77,12.98,3.64,2.16,0.2,0.88,1.28,1.77,0,3.93,0,0.1,Real
41.3,8.46,14.75,2.46,3.54,0.39,0.2,1.47,0.39,1.38,3.54,0,0.1,Real
48.62,6.89,14.17,2.76,1.87,0.2,0.49,0.98,1.28,2.26,6.3,0,0,Real
40.45,8.86,17.22,3.94,2.95,0.49,0.3,1.67,1.38,1.77,6.1,0,0.1,Real
41.87,10.74,12.22,2.36,2.36,0.39,0.1,1.67,2.46,0.79,3.84,0.1,0.1,Real
46.65,8.48,14.5,2.07,1.87,0.49,0.59,0.99,1.28,0.99,3.55,0.1,0.1,Real
44.18,8.88,11.24,2.27,2.37,0.2,0.1,0.89,1.68,1.08,4.24,0.1,0.1,Real
39.05,10.26,12.72,3.25,1.87,1.08,0.2,1.87,1.68,0.79,3.94,0,0.1,Real
39.84,8.97,14,1.97,1.28,0.1,0.1,1.68,1.78,0.3,6.02,0,0.3,Real
43.04,7.4,15,4.74,3.65,0.1,0.1,0.99,1.09,1.38,4.94,0,0.59,Real
42.15,6.32,11.55,2.86,2.17,0.59,0.2,3.06,2.67,0.59,5.03,0.2,0.2,Real
45.8,7.01,16.58,3.06,1.88,0.2,0.2,2.37,0.2,0.89,8.39,0.1,0.1,Real
40.28,8.39,12.93,3.65,3.16,0.39,0.1,1.68,0.39,0,5.53,0,0.2,Real
49.8,6.52,14.43,2.47,1.98,0.79,0.1,2.67,1.09,1.48,3.26,0,0.3,Real
44.91,7.02,11.67,2.57,1.19,0.79,0.3,1.19,0.49,1.38,6.82,0.1,0.4,Real
38.28,7.52,12.66,4.06,3.26,0.49,0.3,1.88,0.3,3.46,6.03,0.49,0.2,Real
44.16,5.35,14.65,2.77,1.88,0.2,0.4,2.18,0.3,7.33,4.26,0,0,Real
44.65,8.02,12.77,2.67,1.29,0.89,0.4,1.68,0.89,0.5,4.16,0,0.4,Real
40.73,5.75,17.94,8.92,1.88,0.5,0.1,0.99,0.1,0.1,7.23,0,0,Real
39.78,9.33,14.38,3.77,3.17,3.57,0.2,1.09,0.4,0.6,4.07,0.3,0.3,Real
45.44,8.83,16.77,3.37,3.08,0.5,0.1,1.09,0.89,1.19,3.87,0,0,Real
41.37,9.92,13.89,3.27,1.09,0.2,0.2,1.39,1.39,0.79,5.65,0,0,Real
39.68,10.32,14.19,2.28,1.09,1.79,0.3,1.49,1.39,0.2,4.07,0,0,Real
39.68,8.33,12.9,3.37,3.47,0.4,0.1,1.69,0.5,0,5.46,0,0.2,Real
42.96,7.24,14.98,1.88,2.18,0.99,0.1,0.79,0.69,0,6.35,0,0.2,Real
45.18,7.75,15.19,1.49,2.68,1.09,0.1,1.19,1.09,0.6,3.67,0,0,Real
46.62,6.66,14.61,1.89,2.09,1.49,0.3,2.49,0.7,1.69,4.87,0.4,0.1,Real
39.96,8.45,13.42,3.28,1.09,0.8,0.3,1.89,0.7,1.09,3.88,0,0.3,Real
45.33,6.76,13.52,3.18,1.89,0.7,0.2,1.09,1.99,1.39,8.25,0,0.2,Real
39.1,10.85,13.53,4.28,1.29,0.2,0.2,1.29,1.39,0.2,5.07,0,0,Real
41.69,7.66,14.23,2.79,2.19,0.2,0.4,2.39,0.7,8.46,3.78,0.1,0,Real
48.36,8.26,12.24,2.09,2.49,0.8,0.2,1.09,0.9,1.59,6.37,0,0.1,Real
47.11,8.96,15.44,3.59,1.69,0,0.7,1.79,0.8,5.38,7.17,0,0.1,Real
45.42,8.67,14.94,3.78,1.2,0.5,0.3,1.69,1.69,0.7,6.87,0.1,0.3,Real
38.48,10.47,14.16,1.5,1,0.6,0.5,1.2,0.5,0.2,4.89,0,0,Real
36.49,5.88,12.76,3.09,4.59,0.1,0.3,2.09,0.9,0.8,5.78,0,0,Real
29.54,6.69,12.57,8.78,0.6,0.1,0.2,0.4,0.6,0.7,3.09,0,0,Real
47.41,7.78,13.07,2.2,1.3,0.3,0.1,2.1,2,0.2,4.19,0,0,Real
42.71,6.59,13.87,4.49,1.8,0.6,0.1,1.6,1.8,1,4.29,0,0.1,Real
43.51,7.49,11.58,1.8,2.89,0.7,0.2,1.8,0.1,1.1,3.89,0,0.9,Real
45.2,8.9,11.2,1.8,3.4,1.2,0.4,1.4,0.5,0.2,3.2,0,0.1,Real
46,10.4,12.6,1.9,2.6,0.6,0.2,1.8,1.3,0,5.9,0,0.4,Real
50.65,5.91,12.51,1.8,2.2,0.7,0.2,2,0.9,0.3,5.11,0,0.1,Real
43.04,6.81,14.81,2.8,1.6,0.8,0.9,2.1,1.9,1.8,4.7,0,0.1,Real
43.04,6.81,14.81,2.8,1.7,0.8,0.9,2.1,1.9,1.8,4.7,0,0.1,Real
46.39,8.92,10.62,2.3,1.6,0.3,0.6,1.5,2.4,1.8,4.21,0,0,Real
41.68,9.62,15.03,2.81,2.1,1.4,0.1,1,1.3,1.1,6.61,0,0.9,Real
45.59,7.52,13.63,5.21,1.9,0.1,0.5,1.9,0.9,1.2,3.31,0.2,0.2,Real
47.29,7.21,14.53,2.81,1.7,0.3,0.1,2.61,0.8,0,4.11,0,0.3,Real
43.13,10.43,13.94,8.02,1.3,0.5,0.1,1.81,0.7,0.9,4.51,0,0,Real
40.02,7.82,12.64,3.81,3.81,0.2,0.2,1.1,1.1,0.6,9.13,0,0.1,Real
47.04,7.82,14.94,2.91,2.51,0.4,0.1,2.81,1.5,1.2,4.51,0.1,0.1,Real
44.78,8.84,15.36,3.51,2.71,0.7,0.3,2.91,0.8,1.1,5.02,0,0,Real
41.57,8.63,12.85,3.31,1.31,0.6,0.3,1.41,1.61,0.2,6.02,0,0.1,Real
43.17,6.83,14.36,4.72,3.61,0.2,0.2,0.8,0.1,0.4,6.63,0,0.2,Real
42.01,9.95,10.55,1.81,1.91,0.2,0.2,2.41,0.7,0.3,4.62,0,0.3,Real
46.03,8.14,13.47,1.31,2.21,0.1,0.1,2.91,0.1,0,4.52,0,0.2,Real
41.15,8.95,13.58,1.91,2.31,0.4,0.4,2.21,1.11,0.6,3.12,0,0.4,Real
43.16,7.95,12.68,2.21,2.11,0.2,0.1,1.91,0.5,0.3,3.52,0,0.7,Real
40.58,9.67,11.98,1.61,1.51,0.5,0.3,2.22,1.71,0.3,3.83,0,0,Real
46.53,7.05,13.39,2.52,2.32,0.7,0.1,2.72,1.01,0.4,4.93,0.1,0,Real
40.68,8.36,16.31,6.45,1.01,0.3,0.3,1.31,0.7,0.7,7.85,0,0.2,Real
46.47,6.85,11.9,2.72,2.32,0.3,0.3,2.12,1.21,1.61,5.95,0,0.2,Real
43.59,7.37,16.15,3.23,3.13,0,0.2,2.02,0,2.12,3.43,0,0.3,Real
42.58,8.48,14.63,3.33,1.31,0.61,0.1,2.62,1.11,0.71,4.64,0,0,Real
42.89,8.48,12.21,2.42,2.62,0,0.2,1.51,0.81,0.5,7.37,0,0,Real
46.77,9.9,14.75,2.93,1.52,0.4,0.4,2.73,0.3,1.01,3.13,0,0,Real
42.63,8.38,12.63,2.53,2.02,0.2,0.2,2.93,0.61,1.62,4.44,0,0.1,Real
36.77,9.7,14.55,3.03,2.02,1.62,0.2,0.91,1.62,0.4,2.93,0,0.3,Real
36.77,9.7,14.55,3.03,2.12,1.62,0.2,0.91,1.62,0.4,2.93,0,0.3,Real
42.26,8.8,15.07,2.02,1.72,0.1,0.1,1.72,1.21,0.2,4.15,0,0,Real
38.02,7.99,13.75,3.13,2.43,0.4,0.2,0.71,0.91,1.11,7.38,0,2.73,Real
40.79,9.92,15.89,1.92,1.92,1.82,0.1,1.52,0.61,0.4,4.76,0,0.1,Real
43.83,8.1,13.36,2.23,1.72,0.51,0.2,0.51,1.92,0.1,6.48,0,0.2,Real
41.6,7.19,14.37,1.72,1.62,0.51,0.2,1.32,2.13,0.1,7.19,0,0.3,Real
43.47,4.46,11.96,2.84,1.82,0.81,0.1,1.62,4.36,2.23,6.79,0,0.1,Real
40.02,8,15.3,5.17,3.44,0,0.1,2.43,0.1,0.2,6.28,0,0.1,Real
35.19,8.92,13.29,5.17,1.62,1.12,0.2,2.03,3.14,0.81,1.93,0,0.1,Real
45.64,8.11,13.59,1.32,2.33,0.1,0.1,2.84,0.1,0,4.56,0,0.2,Real
45.69,8.43,13.6,1.93,1.83,1.12,0.3,1.93,0.2,0.81,2.84,0,0.61,Real
45.12,6.81,16.57,2.85,1.93,0.2,0.2,2.34,0.2,0.81,8.54,0.1,0.1,Real
41.4,10.27,14.55,3.26,1.83,0.31,0.1,2.24,1.63,0.1,6.82,0,0.2,Real
40.08,7.32,14.04,4.07,1.12,1.22,0.1,0.61,0.61,0.71,5.8,0,0.1,Real
38.05,6.41,14.95,3.66,1.32,0.41,0.1,1.53,1.12,0.41,5.9,0,0.1,Real
46.39,7.73,15.36,3.26,2.24,1.02,0.41,1.02,0.2,1.53,6.1,0,0.1,Real
46.84,10.08,11.91,3.05,1.73,0.1,0.1,0.61,1.12,1.32,3.56,0,0.61,Real
47.86,7.43,14.66,2.34,2.14,0.71,0.31,1.53,0.41,1.53,4.79,0,0.92,Real
39.45,8.26,13.25,2.04,1.33,0.61,0.1,1.83,1.53,0.31,4.69,0.1,0.2,Real
52.86,8.98,12.35,2.24,2.35,0.61,0.2,1.63,0.2,0.61,3.98,0,0.51,Real
37.24,8.98,12.76,4.8,1.84,1.12,0.1,1.63,1.84,1.63,3.57,0.1,0,Real
42.45,7.86,15,3.88,3.06,0.41,0.1,1.33,0.41,0.31,4.18,0,0.41,Real
40.51,9.69,14.59,3.37,2.14,0.71,0.2,0.92,1.02,0.61,5.1,0,0.31,Real
49.18,10.31,12.55,1.22,1.53,0.61,0.1,1.22,1.63,0.41,5.31,0,0.1,Real
42.8,5.82,15.22,3.27,2.66,0.51,0.1,2.04,0.92,0.41,5.62,0,0,Real
42.8,7.76,16.04,2.45,1.74,0.41,0.1,2.04,0.51,0.1,5.72,0,0.31,Real
42.64,7.46,15.03,6.03,1.12,0,0.2,1.23,1.02,1.74,6.75,0,0,Real
44.68,8.69,12.88,1.53,1.84,0.61,0.2,1.33,0.92,0.61,6.44,0,0.31,Real
37.12,7.46,13.39,5.11,1.23,0.1,0.2,0.61,0.31,2.25,9.3,0,0.1,Real
48.93,11.26,13.1,1.84,1.54,0.31,0.31,1.64,0.82,0.31,3.17,0,0.1,Real
45.55,8.6,12.18,1.74,0.41,0.1,0.1,1.54,1.94,0.61,3.28,0.1,0.51,Real
42.67,10.46,15.38,2.46,1.54,0.51,0.1,2.97,0.1,0.21,4.31,0,0,Real
48.62,8.41,13.74,3.18,2.87,0.51,0.21,2.26,0.92,0.51,5.03,0,0.1,Real
44.97,6.67,13.45,2.87,2.05,0.62,0.1,1.33,1.95,0.62,4.41,0,0.1,Real
40.76,9.03,13.76,2.98,2.26,0.31,0.41,1.33,2.05,0,4,0,0.21,Real
47.38,7.91,12.85,2.67,0.92,0.51,0.51,0.72,2.16,1.85,5.55,0.21,0,Real
38.34,10.17,11.82,5.04,2.36,0.41,0.1,1.85,0.41,0.72,8.43,0,0.62,Real
45.21,7.83,10.5,2.16,1.44,0.72,0.31,2.27,0.93,0.51,3.91,0,0,Real
41.81,8.86,13.18,3.3,1.96,1.03,0.41,1.44,0.82,4.63,4.53,0,0.31,Real
39.75,5.56,13.29,8.86,7.52,0,0.21,1.54,3.5,0.21,2.16,0,0.1,Real
42.68,8.04,12.58,3.4,2.16,0.31,0.31,1.34,0.52,1.34,7.32,0,0,Real
41.28,6.71,14.14,3.72,2.68,0.1,0.1,1.34,1.34,8.57,4.44,0,0,Real
45.3,10.94,14.96,1.96,1.96,1.14,0.52,1.34,0.31,0.31,7.02,0.21,0.1,Real
43.11,7.36,14.72,3.32,1.24,1.24,0.1,1.14,1.97,0.52,5.49,0,0,Real
44.87,7.88,15.03,2.69,1.87,1.04,0.1,0.73,1.14,0.31,6.32,0,0,Real
39.63,9.13,14.42,3.22,2.49,0.73,0.21,0.93,1.04,0.62,4.77,0,0.41,Real
43.46,8.51,14,2.7,2.59,1.87,0.31,1.66,0.21,0.62,4.46,0,0.1,Real
39.52,8.51,13.49,3.42,2.7,0.31,0.1,1.04,0,0.41,5.6,0,0.1,Real
47.87,8.31,14.95,2.7,1.25,0.73,0.21,1.04,0.62,0.73,3.95,0,0.1,Real
41.68,8.21,14.76,3.22,2.18,0.31,0.1,1.56,0.83,0.52,4.26,0,0,Real
36.17,8.32,12.99,7.38,2.91,0.42,0.1,1.66,0,0.52,4.26,0,0,Real
38.57,5.09,14.55,1.98,2.7,0.21,0.31,1.87,0,0.21,1.98,0,0.1,Real
42.35,8.74,14.26,2.71,2.39,0.31,0.21,1.66,0.31,1.46,6.87,0,0.1,Real
44.95,7.7,12.17,1.66,1.04,1.98,0.31,1.77,1.87,1.25,4.37,0,0.1,Real
47.5,8.54,14.27,3.75,1.35,0.73,0.42,1.04,1.56,1.35,5.21,0,0,Real
35.62,6.77,15.21,3.96,2.92,0.1,0.1,2.08,0.31,5,3.54,0,0.31,Real
44.78,8.14,15.97,1.88,2.82,0.1,0.1,1.67,1.98,0.63,2.09,0,0,Real
43.01,7.41,16.91,4.59,3.65,0.31,0.1,1.25,0.42,0.52,8.77,0,0,Real
41.65,8.77,16.39,6.26,1.04,0.31,0.31,1.36,0.73,0.73,8.04,0,0.1,Real
38.87,10.24,15.15,2.72,1.46,0.52,0.31,1.67,1.15,0.31,5.43,0,0,Real
48.8,11.81,14.63,2.51,1.25,0.1,0.1,1.25,0.73,0.21,4.6,0,0.42,Real
46.81,8.67,12.96,3.45,1.78,0,0.31,0.73,1.67,0.73,7.63,0,0.1,Real
42.99,10.36,14.64,2.82,1.67,1.05,0.31,1.88,0.84,0.42,5.54,0,0.31,Real
44.92,9.74,14.87,2.83,2.2,0.1,0.31,2.2,0.42,0.31,6.7,0,0,Real
47.85,10.47,16.02,2.51,1.57,0.1,0.21,1.99,0.63,0.63,5.03,0,0,Real
44.19,9.32,15.18,2.93,2.41,2.83,0.31,1.57,0.73,1.68,3.98,0.1,0,Real
42.41,7.43,12.98,2.62,2.3,0.42,0.1,0.73,0.1,0.42,4.61,0,0,Real
38.36,8.07,12.47,6.71,2.94,0.21,0.1,2.52,0.31,0.52,5.66,0,0.1,Real
43.02,8.92,12.17,1.57,2.41,0.94,0.31,1.26,1.89,0.1,1.99,0,0.52,Real
43.23,7.24,12.49,3.46,2.31,0.42,0.1,1.89,0.31,0.52,5.67,0,0.1,Real
41.7,9.66,16.07,2.42,1.05,0.11,0.21,0.74,1.05,0.32,6.72,0,0,Real
42.65,5.78,11.87,2.1,2.31,0.63,0.42,1.16,2.42,1.16,3.99,2.21,0.11,Real
46.43,8.09,11.76,2,1.89,0.11,0.21,1.37,0.74,0.21,7.04,0,0.21,Real
41.85,8.41,14.72,3.26,1.37,0.53,0.11,3.58,1.26,3.58,4.1,0,0,Real
41.32,6.41,12.83,2.73,2.21,0.11,0.11,1.58,2.31,0.63,3.15,0,0,Real
47.21,8.1,12.09,2.21,1.58,0.21,0.21,1.47,0.74,0.21,7.05,0,0.11,Real
52.32,5.58,16.74,1.89,2.42,0.42,0.11,1.16,0.42,4.21,3.89,0,0,Real
42.68,7.27,14.12,2.63,2.42,0.53,0.11,0.95,1.37,1.9,3.79,0,0.53,Real
38.67,9.27,12.96,4.32,2.21,0,0.53,0.74,0.32,1.58,5.37,0,0,Real
37.93,9.06,12.43,4.11,2.32,0.63,0.21,1.16,0.63,0.95,6.01,0,0.21,Real
42.03,6.76,14.36,3.7,3.38,0.74,0.11,1.06,1.9,1.8,5.91,0,0.11,Real
40.38,7.72,16.07,2.22,1.06,0.42,0.42,1.06,1.69,0.32,7.08,0,0.32,Real
36.51,7.51,16.61,4.66,1.16,2.01,0.11,3.49,2.01,1.27,4.55,0.11,0,Real
45.19,8.99,12.59,2.12,2.43,0.53,0.11,2.86,0.21,0.53,2.65,0,0,Real
53.28,6.46,12.18,3.6,1.8,1.06,0.64,1.27,2.44,5.51,6.99,0.21,0.11,Real
42.58,8.16,14.09,1.91,2.33,0.53,0.21,1.59,0,0.64,3.6,0,0.53,Real
47.51,9.33,16.97,1.7,1.17,0.11,0.11,2.12,0.21,0.74,3.61,0,0.42,Real
43.31,4.56,11.68,2.87,3.18,0.32,0.21,1.49,1.8,0.42,2.97,0,0.74,Real
46.6,6.91,15.43,1.7,1.49,1.06,0.11,0.85,0.64,0.53,4.57,0,0.32,Real
46.17,6.91,15,2.45,1.6,0.74,0.21,1.17,2.23,0.64,4.26,0,0.32,Real
50.8,9.16,15.34,1.49,1.7,0.11,0.21,1.7,0.53,0,4.58,0,0.32,Real
44.41,10.12,15.97,2.98,2.34,0.21,0.43,0.96,0.21,0.64,5.54,0,0.11,Real
41.11,8.63,15.87,2.77,1.49,1.6,0.21,0.43,1.7,0.43,6.07,0,0.53,Real
45.2,7.14,13.11,1.28,2.03,0.64,0.32,1.71,0.32,0.64,2.77,0,0.11,Real
41.04,5.33,17.38,6.82,2.67,0.32,0.32,1.28,1.07,0.43,5.86,0.11,0,Real
43.01,8.86,17.72,3.09,1.39,1.39,0.11,2.03,0,0.43,5.44,0.11,0,Real
43.12,7.26,11.21,2.03,3.09,1.28,0.11,1.71,1.81,0.75,3.74,0,0.11,Real
44.87,6.52,12.82,2.88,3.1,0.96,0.53,2.03,0.75,0.75,5.56,0,0.64,Real
41.24,9.51,12.39,2.35,2.03,0.21,0.21,0.96,0.32,0.85,2.78,0,0.64,Real
40.28,8.01,13.46,2.03,1.5,2.03,0.11,0.75,2.88,0.85,5.24,0.11,0.75,Real
39.68,8.34,12.3,2.57,2.57,0.43,0.21,0.96,0,0.96,4.17,0.11,0.11,Real
42.14,9.73,16.47,1.71,1.71,1.5,0.21,2.14,0.64,1.18,4.6,0,0.21,Real
42.03,8.88,11.98,2.25,1.93,0.75,0.11,1.71,1.5,0.53,5.35,0,0.11,Real
41.82,7.17,15.61,2.14,0.86,1.39,0.21,1.71,2.25,1.6,4.6,0,0.21,Real
40.75,7.7,13.26,2.99,1.07,0.64,0.21,1.18,1.82,0.53,5.99,0,0.21,Real
39.89,6.2,12.83,4.06,2.57,0.43,0.32,1.18,1.71,1.07,5.56,0,0.53,Real
37.33,8.24,14.01,5.67,4.17,0,0.11,1.18,0.64,0.53,4.39,0,0.32,Real
40.9,8.67,15.63,2.68,1.71,1.61,0.21,0.43,1.71,0.32,6.21,0,0.54,Real
43.52,7.18,12.86,4.5,2.68,0.54,0.11,1.29,0.96,0.21,2.89,0,0.11,Real
