function,article,prep,number,quant,anger,friend,cause,hear,bio,time,swear,netspeak,Type
36.16,7.3,12.88,7.73,3.54,1.18,0.11,1.72,0.64,0.54,5.69,0,0.11,Real
40.99,8.58,14.27,2.79,1.07,0.11,0.21,1.18,1.39,0.75,5.47,0,0.11,Real
42.43,7.52,15.68,8.16,2.15,0,0.11,1.07,2.69,0.21,5.37,0,0,Real
39.53,8.49,14.61,5.37,1.72,0.54,0.21,1.61,0.43,0.32,6.66,0,0.11,Real
46.51,9.88,14.5,2.58,1.93,0,0.32,0.43,0.11,0.43,8.27,0,0.21,Real
43.87,11.61,12.8,1.51,0.97,0.11,0.11,2.15,0.11,0.32,6.02,0,0,Real
42.04,8.17,11.4,2.26,1.94,0.32,0.75,0.97,1.4,1.61,5.05,0,0.22,Real
43.66,7.85,13.55,2.37,1.94,0.54,0.22,0.54,1.72,0.11,6.13,0,0.22,Real
41.4,6.99,14.84,3.12,3.98,0.32,0.32,2.69,0.65,0.43,5.81,0,0.32,Real
39.94,8.5,14.53,5.38,2.91,0.32,0.11,1.51,1.29,0.32,10.33,0.11,0.32,Real
37.78,4.74,16.15,7.86,5.71,0,0.22,1.72,1.4,0,3.98,0,0.32,Real
45.91,6.79,11.21,2.37,1.94,1.51,0.54,1.08,0.86,0.32,5.5,0,0.65,Real
46.17,9.06,15.97,2.05,0.65,0.97,0.11,2.48,0.76,0.76,3.24,0,0.43,Real
45.52,11.76,16.29,1.73,0.76,0.54,0.43,1.4,1.4,0.54,3.45,0,0,Real
42.61,9.92,11.87,3.24,1.83,0.32,0.43,0.86,2.16,0.54,6.58,0,0.22,Real
46.65,8.96,12.74,2.16,1.94,0.32,0.11,2.59,0.43,0.65,4.86,0,0,Real
43.63,7.24,14.15,1.51,1.84,1.73,0.22,1.84,0.22,0.65,3.46,0,0.22,Real
56.91,8.53,11.88,3.46,1.84,0.76,0.54,1.3,0.86,0.86,6.8,0,0.32,Real
45.36,8.64,13.71,2.81,2.48,0.32,0.22,1.08,1.08,1.51,5.08,0.11,0.22,Real
39.03,8,12.43,2.81,1.41,1.51,0.22,1.19,2.7,1.3,4,0.11,0,Real
40.22,5.62,12.11,3.14,2.16,0.86,0.11,1.62,1.3,0.43,4.22,0.11,0.11,Real
36.11,7.35,12.86,7.57,3.68,1.19,0.11,1.73,0.65,0.54,5.73,0,0.11,Real
45.89,9.52,12.99,1.52,1.73,0.97,0.11,2.6,0.43,0.65,2.81,0,0.65,Real
41.88,11.8,16.45,2.6,1.3,1.08,0.32,1.84,0.32,1.08,4.76,0,0,Real
41.13,8.77,14.61,2.6,1.3,0.11,0.22,1.19,1.3,0.76,5.3,0,0.11,Real
47.24,8.56,13.98,2.71,1.3,1.08,0.11,0.87,3.36,0.76,6.28,0,0,Real
34.78,8.56,12.78,4.77,1.08,0.98,0.11,2.28,3.03,0.43,2.6,0,0.11,Real
44.1,8.23,14.3,1.63,2.17,0.87,0.43,1.73,0.11,0.22,4.88,0,0.11,Real
44.69,6.4,14.32,3.8,1.41,1.41,0.11,1.3,0.87,3.36,7.38,0,0,Real
43.21,8.79,14.22,3.26,2.28,1.41,0.11,0.98,1.74,1.19,5.54,0,0.22,Real
39.35,7.39,12.39,2.61,2.28,0.65,0.22,1.85,0.43,0.76,5.76,0,0.54,Real
39.78,6.52,13.04,4.24,2.83,0.43,0.33,1.2,1.85,0.98,5.43,0,0.33,Real
46.09,5.54,11.74,2.17,2.07,1.2,0.11,2.07,1.63,0.33,4.13,0,0.33,Real
40.59,7.4,13.06,3.48,1.31,1.31,0.11,2.07,2.18,0.65,3.48,0,0,Real
49.73,7.62,12.51,2.94,2.18,0.44,0.65,0.87,1.09,5.11,6.2,0.11,0,Real
41.46,10.12,14.69,2.5,1.41,0.98,0.33,1.31,1.52,0.98,5.88,0,0.22,Real
44.55,5.56,12.64,2.51,2.29,0.33,0.22,1.96,2.61,1.42,3.81,0.11,0.22,Real
43.51,7.85,14.18,2.4,2.4,0.11,0.87,2.4,1.31,2.18,4.69,0,0,Real
43.17,8.42,14.64,3.28,2.51,0.66,0.11,1.42,0.44,0.22,4.7,0,0,Real
46.01,7.32,14.43,3.61,1.97,0.22,0.11,1.2,1.53,0.33,4.04,0.11,0.55,Real
40.11,10.27,14.86,3.17,2.73,0.22,0.11,0.98,0.77,2.19,8.2,0,0.11,Real
42.56,7.33,13.35,3.72,1.53,0.11,0.33,1.09,1.31,0.77,5.14,0,0.11,Real
47.48,7.77,13.89,2.63,2.52,0.44,0.11,1.97,0.44,0.44,4.27,0,0.44,Real
42.78,10.5,14.77,2.95,0.77,0.98,0.11,1.31,0.66,1.53,5.03,0.11,0.33,Real
39.32,8,16.54,3.18,0.99,0.77,0.44,2.52,0.88,0.77,4.6,0,0,Real
52.52,4.39,13.27,2.19,3.51,0.11,0.66,1.1,0.66,0.99,3.4,0,0.99,Real
47.48,7.79,13.6,3.95,2.3,0.77,0.22,1.21,0.88,1.21,5.59,0,0.66,Real
38.38,9.87,13.49,3.95,3.4,0.11,0.11,1.32,0.88,0.66,8.33,0,0.22,Real
38.38,9.87,13.49,3.95,3.51,0.11,0.11,1.32,0.88,0.66,8.33,0,0.22,Real
45.12,8.67,13.72,2.96,1.76,1.1,0.11,0.44,0.55,0.88,3.95,0,0.11,Real
50.82,6.04,13.06,2.52,1.87,1.43,0.11,2.31,1.21,0.55,4.06,0,0.11,Real
42.15,7.24,16.25,8.12,5.38,0.11,0.11,2.09,0,2.96,3.51,0,0.11,Real
39.82,9.02,16.28,2.97,1.87,1.1,0.33,1.1,1.54,0.44,3.85,0,0.11,Real
36.74,8.58,15.4,2.97,1.54,1.43,0.22,1.65,0.55,0.88,6.38,0.11,0.22,Real
39.6,9.35,14.52,3.3,1.43,0.22,0.22,2.09,0.66,1.54,2.64,0,0,Real
45.54,7.04,13.09,2.09,1.43,0.77,0.44,0.99,3.08,1.1,5.06,0.22,0.22,Real
41.03,8.36,12.87,2.42,0.99,0.99,0.22,0.99,0.88,0.55,6.71,0,0.11,Real
39.82,9.13,14.85,5.28,3.52,0.55,0.11,2.09,0.11,0.22,7.48,0,0.66,Real
48.07,13.78,12.9,1.98,1.54,1.32,0.11,2.43,0.22,0.55,4.3,0,0,Real
46.25,8.28,12.58,2.54,0.88,0.55,0.11,1.55,0.44,0.66,5.96,0,0.22,Real
49.17,10.06,15.25,2.43,1.55,0.22,0.11,2.1,0.22,0.44,4.75,0,0,Real
49.72,8.4,11.38,1.88,2.21,0.22,0.22,1.1,0,0.22,3.43,0,0,Real
35.91,5.52,16.35,8.4,6.3,0,0.11,1.88,0.77,0.22,6.3,0,0.22,Real
41.59,8.63,14.49,5.2,1.11,0.66,0.11,0.66,0.11,0.22,6.08,0,0.22,Real
39.05,7.85,13.38,2.32,2.99,0.44,0.11,1.33,0.22,0.55,3.87,0.11,1,Real
43.19,9.08,13.51,2.99,1.77,0.78,0.22,1.88,0.44,0.44,3.99,0,0.11,Real
45.73,9.43,17.31,3.88,1.11,1.22,0.55,0.33,0.89,0.33,6.22,0.11,0,Real
45.06,9.43,10.77,4.99,3.44,0.22,0.11,0.55,0.22,0.44,4.77,0,0.11,Real
40.29,7.77,13.32,1.78,1.44,0.22,0.33,1.33,2.11,0.11,6.33,0,0,Real
47.5,7.01,13.57,1.67,2.34,1,0.11,2.11,0.44,1.45,5.67,0,0.11,Real
37.49,7.79,12.9,4.34,1.89,0.22,0.11,1.33,1,0.33,7.12,0,0.89,Real
41.38,7.56,14.68,4.34,1.45,0.44,0.22,0.33,1.11,1.11,5.12,0.22,0.33,Real
42.32,6.57,13.14,2.56,1.56,0.11,0.22,2,2,0.45,4.45,0,0.11,Real
45.48,9.25,15.5,1.67,1.67,0.89,0.33,1.67,0.11,2.12,3.01,0,0,Real
41.36,9.03,12.26,4.24,3.46,0,0.11,1.78,2.12,0.11,5.02,0,0.45,Real
52.17,7.36,11.82,2.45,1.78,0.45,0.22,1,1.78,0.56,6.69,0,0.22,Real
43.42,8.48,14.96,5.58,3.24,0.56,0.11,1,0,0.11,5.36,0,0.22,Real
39.51,9.26,14.51,4.13,1.67,0.22,0.33,2.57,0,0.33,4.46,0,0.11,Real
46.09,7.16,12.75,3.8,2.57,0.11,0.22,2.68,0.56,1.45,5.26,0,0.11,Real
37.14,7.49,14.21,3.13,2.57,0.56,0.11,0.89,0.67,0.56,5.82,0,0.67,Real
43,7.84,10.08,1.68,1.9,0.22,0.34,3.25,1.68,0.34,5.38,0,0.22,Real
38.86,7.5,13.21,2.91,2.46,1.23,0.22,1.46,1.57,0.67,4.59,0,0.11,Real
48.21,8.63,16.48,1.79,1.35,0.67,0.22,1.57,0.11,0.34,4.48,0,0,Real
43.66,5.72,14.48,2.69,1.23,0.56,0.22,0.9,1.35,0.67,6.73,0,0.45,Real
51.18,7.3,12.57,2.58,1.35,1.68,0.45,0.9,2.02,1.35,4.49,0.11,0.22,Real
41.8,7.75,14.49,3.82,1.69,0.45,0.22,0.34,1.12,1.12,5.17,0.22,0.34,Real
42.58,8.2,12.25,2.7,2.25,0.45,0.11,1.35,2.81,0.79,4.04,0,0.11,Real
40.27,8.66,13.39,2.47,1.57,0.45,0.22,2.02,1.69,0,3.94,0,0.11,Real
39.26,9.45,14.51,3.82,1.91,0.22,0.34,2.59,0,0.34,4.5,0,0.11,Real
34.12,9.91,16.1,7.77,0.56,0.9,0.11,0.56,0.79,0.68,2.59,0,0,Real
40.77,8.22,12.5,2.14,1.24,1.01,0.23,0.9,0.9,0.56,6.64,0,0.11,Real
44.82,7.21,13.51,1.91,1.91,0.34,0.11,2.36,0.34,0.45,3.15,0,0.34,Real
47.58,5.52,15.11,1.58,2.59,0.56,0.79,2.03,1.13,1.47,3.61,0,0.11,Real
38.9,7.33,11.95,2.14,1.92,0.45,0.11,1.13,2.03,0.9,5.07,0,0.34,Real
43.29,11.16,10.82,4.4,3.95,0.23,0.11,1.24,0.34,0,5.52,0,0.11,Real
44.58,4.63,12.87,3.05,3.16,0.9,0.23,1.81,1.13,0.45,4.06,0,0.11,Real
44.7,10.16,15.46,2.6,1.69,0.11,0.56,0.9,0.34,0.79,5.42,0.11,0.23,Real
39.95,8.8,11.29,2.14,2.14,0.56,0.11,2.03,0.34,0.34,4.18,0.11,0.34,Real
43.28,11.19,10.73,4.41,3.95,0.23,0.11,1.13,0.34,0,5.54,0,0.11,Real
38.01,8.82,15.27,6.45,2.83,0.23,0.11,0.68,0.57,0.23,8.82,0,0.23,Real
44.23,8.94,14.82,2.04,2.04,0.45,0.57,0.9,0.45,1.36,5.2,0,0.23,Real
39.59,7.69,12.67,1.92,2.04,0.9,0.79,0.79,0.79,0.68,3.39,0,0.23,Real
46.21,7.59,14.16,1.59,1.59,1.36,0.45,1.81,0.45,0.45,2.83,0,0.45,Real
45.53,8.61,13.25,4.08,3.85,0,0.34,1.59,0.57,0.11,3.51,0,0.11,Real
48.98,6.46,15.31,2.04,2.95,0,1.36,1.02,1.59,0.45,5.9,0,0.11,Real
36.73,6.24,13.95,3.17,1.93,0.68,0.11,1.36,1.81,0.23,3.97,0,0.45,Real
40.11,10.23,13.98,2.73,1.93,0.8,0.11,2.27,1.59,0.11,6.36,0,0.45,Real
45.45,5.8,13.64,3.18,4.2,0,0.11,2.61,0.23,0.11,7.27,0,0.34,Real
39.48,9.1,14.11,4.55,4.55,0,0.11,1.25,0.57,0.46,4.55,0,0.11,Real
43.34,8.3,13.31,2.16,2.16,1.02,0.11,1.59,0.11,1.14,4.78,0,0.34,Real
36.83,8.67,13,4.45,1.71,0.91,0.46,1.37,1.14,0.57,4.33,0,0.11,Real
43.2,5.49,14.51,2.86,3.09,0.46,0.11,1.71,0.11,0.69,3.77,0,0.11,Real
41.94,5.49,10.86,4,2.17,0.23,0.46,0.69,1.03,0.23,5.6,0,0.23,Real
42.06,7.31,14.97,5.14,2.63,0.11,0.11,2.06,0.11,0.11,3.43,0,0,Real
44.57,6.86,14.17,2.17,2.63,1.14,0.11,1.37,0.57,1.49,3.43,0,0.23,Real
30.43,4.35,12.13,14.76,5.26,0.34,0.11,1.37,0.11,0.34,4.81,0.11,0.11,Real
43.71,6.75,13.39,2.29,1.6,2.75,0.46,1.49,0.8,1.14,4.23,0,0.34,Real
44.79,7.45,13.29,1.49,2.18,0.46,0.11,2.29,0.34,0.46,3.21,0,0.23,Real
43.07,5.73,11.91,3.32,2.41,2.18,0.34,1.72,0.57,0.69,5.04,0,0.11,Real
41.45,7.69,14.01,3.67,2.64,0.46,0.34,2.64,1.61,0.34,5.05,0,0,Real
40.41,6.31,12.17,2.3,3.1,1.15,0.23,1.72,0.23,1.15,3.33,0,0.11,Real
43.1,8.39,13.33,1.95,2.41,1.03,0.11,1.49,0.11,1.15,4.83,0,0.23,Real
39.36,7.71,14.96,5.18,2.65,0.35,0.12,1.5,1.61,0.46,4.95,0,0.23,Real
48.33,6.21,15.54,4.03,4.6,0.23,0.12,1.73,1.15,0.12,2.65,0,0.12,Real
49.02,7.71,13.69,2.53,1.38,0.23,0.12,1.15,1.61,0.92,6.56,0,0.12,Real
44.01,7.49,12.1,2.07,2.3,1.04,0.23,1.04,1.61,0.81,4.26,0,0.23,Real
37.44,9.33,13.13,4.49,3.11,0.12,0.23,0.69,1.73,0.12,6.68,0.12,0.35,Real
47.17,7.84,12.57,2.65,1.96,0,0.46,1.5,1.85,0.46,3,0,0.12,Real
38.75,6.46,11.65,3.81,1.61,0.23,0.81,4.04,0.35,0.12,4.15,0,0,Real
44.75,7.84,14.42,1.73,2.19,1.73,0.46,0.81,0.92,0.23,4.04,0,0.23,Real
39.79,8.65,12.34,2.77,1.5,0.92,0.12,2.19,2.54,0.81,3.23,0,0.58,Real
45.21,8.3,13.38,2.42,2.42,0.23,0.12,1.15,1.27,1.5,4.73,0,0.12,Real
47.17,9.8,12.23,2.19,1.04,1.38,0.12,4.04,1.73,0.23,2.88,0,0.35,Real
41.92,5.43,16.05,2.19,3.81,0.12,0.35,1.62,0,1.73,4.73,0,0,Real
42.15,10.62,13.97,6.24,3.7,0.69,0.12,1.96,0.12,1.96,4.39,0,0,Real
44,9.35,12.12,3.46,2.08,1.04,0.23,2.54,2.77,0,6.58,0,0.23,Real
41.22,7.97,13.39,2.31,2.42,0.81,0.12,1.04,1.5,1.04,4.73,0,0.46,Real
37.34,6.82,13.18,4.39,1.04,0.23,0.35,2.08,1.16,0.69,8.44,0,0.12,Real
43.12,6.47,14.22,4.05,2.43,1.16,0.23,0.58,0.69,1.16,8.44,0,0,Real
39.31,7.51,12.6,1.73,2.08,0.92,0.69,0.69,0.81,0.69,3.47,0,0.23,Real
39.93,6.94,15.51,3.24,1.74,0.69,0.12,1.16,1.97,0.81,5.21,0.23,0,Real
44.68,8.8,14.93,2.78,1.27,1.04,0.12,1.27,0.12,0.81,5.21,0,0.46,Real
44.79,8.33,13.31,4.98,3.01,0.35,0.12,1.74,0.12,1.16,6.48,0,0.46,Real
41.44,6.94,12.27,3.36,3.01,0.93,0.12,2.2,0.46,0.46,3.24,0.12,0.93,Real
46.35,7.65,13.09,1.39,2.32,0.81,0.12,1.74,1.62,0.23,3.01,0,0,Real
44.26,9.62,13.9,3.01,2.78,0.58,0.12,1.27,1.16,0,5.68,0,1.51,Real
44.26,9.62,13.9,3.01,2.9,0.58,0.12,1.27,1.16,0,5.68,0,1.51,Real
41.14,8.81,13.33,4.75,1.39,0.23,0.7,1.85,0.58,0.7,6.14,0.12,0.23,Real
44.73,7.3,12.4,3.24,2.67,0.7,0.35,2.09,1.16,0.46,2.78,0.23,0.58,Real
50.93,11.14,13.57,2.09,2.32,0.23,0.12,4.76,0.12,0.35,3.94,0,0,Real
42.58,8.58,13.69,5.92,3.6,0.23,0.23,0.81,0,0.12,3.48,0,0.23,Real
42,6.84,14.04,2.67,4.52,1.39,1.04,1.86,0.81,0.7,3.83,0,0.12,Real
44.37,7.67,12.78,2.21,1.39,0.46,0.23,1.39,0.35,0,5.46,0,0.12,Real
49.94,7.32,12.08,1.97,1.63,0.35,0.12,1.74,1.05,0.23,4.76,0,0.12,Real
41.28,8.49,12.44,3.49,1.05,1.4,0.23,0.58,1.4,0.23,4.88,0,0,Real
40.12,9.19,16.4,2.33,1.63,1.4,0.12,0.81,1.51,0.7,6.05,0.12,0.12,Real
46.63,6.16,14.19,2.33,3.14,0.7,0.23,1.98,0.35,1.28,2.56,0,0.12,Real
44.12,7.8,14.2,4.07,2.44,0.12,0.23,1.75,1.86,0.47,2.91,0,0,Real
39.58,8.85,16.3,2.33,1.75,0.23,0.12,0.93,0.35,0.35,5.01,0,0.12,Real
44.35,7.57,12.92,3.14,2.1,1.05,0.47,1.05,1.51,1.75,6.75,0,0,Real
38.46,9.67,12.82,9.09,3.61,0.23,0.23,1.4,0.47,0.47,7.11,0,0.23,Real
41.03,7.23,12.12,3.26,1.86,0.23,0.35,0.58,0.35,2.21,4.43,0,0.58,Real
44.92,8.28,14.94,3.85,2.1,0.12,0.12,1.05,2.33,1.05,4.67,0,0,Real
40.07,8.88,15.19,2.45,1.99,0.23,0.12,0.47,1.64,2.34,8.76,0,0,Real
38.55,6.19,11.68,3.39,2.8,0.23,0.12,2.1,1.4,0.47,3.39,0,0.12,Real
43.69,9.23,12.38,3.15,2.34,1.05,0.23,2.57,2.8,0,6.43,0,0.23,Real
42.52,7.71,13.9,1.87,1.75,1.05,0.12,1.87,0.82,0.12,5.26,0,0.58,Real
45.21,6.54,12.03,1.52,2.34,0.93,0.12,2.8,0.58,0.58,5.37,0,0.23,Real
47.2,7.24,11.57,4.56,1.4,0.23,0.23,0.58,1.17,0.47,4.56,0.12,0.23,Real
42.34,10.18,15.09,2.81,1.64,0,0.23,2.11,0.82,0.82,5.38,0,0.12,Real
44.56,8.77,14.85,2.46,1.52,1.05,0.12,1.05,0.12,0.82,5.15,0,0.47,Real
47.72,6.08,13.68,3.04,2.69,0.35,0.12,2.22,0.35,0.12,4.09,0,0.12,Real
46.49,7.14,12.3,1.52,2.81,0.12,0.47,1.17,0.59,0.47,3.04,0,0,Real
46.37,7.49,14.87,1.41,1.87,0.59,0.47,1.29,2.46,0.7,5.04,0.12,0.12,Real
46.96,9.6,14.64,1.87,1.52,0.23,0.12,1.17,0,0.35,4.22,0,0.23,Real
41.8,8.78,14.29,1.52,1.41,0.35,0.12,1.64,0.12,0.35,2.46,0,0.23,Real
45.6,10.55,14.54,1.64,2.7,0.35,0.12,1.76,1.17,1.06,2.81,0,0,Real
40.09,7.62,15.83,3.17,0.94,0.47,0.12,0.82,2.11,0.12,4.45,0,0.12,Real
42.91,8.32,13.95,3.28,2.23,0,0.47,1.88,0.94,5.39,4.45,0,0,Real
43.02,7.62,12.19,4.1,3.4,0.47,0.35,2.34,0.12,0.7,5.63,0,0.12,Real
40.56,8.79,14.07,2.34,3.17,0.12,0.12,2.11,0.23,3.05,2.81,0,0.23,Real
41.2,8.8,13.5,4.58,1.76,0.23,0.7,1.64,0.59,0.7,6.1,0.12,0.23,Real
40.73,7.75,12.68,1.64,2.46,0.35,0.12,1.76,0.23,1.41,3.99,0.23,0.23,Real
49.35,7.99,13.28,2.82,1.53,0.94,0.24,1.88,1.06,1.29,4.7,0,0.12,Real
48.53,7.52,13.28,2.59,1.53,0.24,0.12,1.18,1.65,0.82,6.82,0,0.12,Real
46.93,7.31,11.56,4.36,1.77,0.24,0.12,0.59,1.18,0.47,4.48,0.12,0.24,Real
40.09,8.49,12.62,5.19,1.18,0.12,0.35,1.65,0.83,0.94,5.54,0.12,0.24,Real
42.45,10.85,13.44,2.36,1.89,0.24,0.47,1.89,1.18,0.71,4.72,0,0,Real
42.38,8.97,16.06,4.25,1.53,0.47,0.24,0.83,0.47,1.06,5.67,0,0,Real
44.75,6.49,11.92,1.3,2.48,0.94,0.12,2.72,0.59,0.59,5.43,0,0.24,Real
43.21,8.15,15.11,3.42,1.06,0.24,0.47,0.83,0.83,0.71,5.31,0,0.12,Real
44.92,7.33,16.19,2.72,3.43,0.12,0.12,2.36,0.35,2.6,3.55,0,0,Real
37.59,9.57,14.3,3.43,1.77,0.71,0.12,0.59,0.24,0.71,3.78,0,0.24,Real
40.66,6.62,14.18,3.31,1.06,0.24,0.24,0.83,2.36,0.71,6.38,0,0.12,Real
51.65,5.79,13.48,2.13,2.6,0,0.35,0.95,1.89,0.24,4.49,0,0.12,Real
42.08,7.09,12.53,2.96,2.84,0.24,0.24,0.95,0.35,0.59,3.19,0,0.12,Real
44.62,5.21,14.79,3.79,3.67,0.24,0.24,1.66,0.59,3.08,4.38,0,0,Real
37.63,10.53,15.5,5.21,2.13,0.59,0.12,1.78,0.71,0.24,5.8,0,0.24,Real
40.64,7.7,12.68,1.42,2.61,0.24,0.12,1.78,0.24,1.42,3.91,0.12,0.24,Real
41.71,8.65,14.1,1.3,1.66,0.36,0.12,1.3,0.12,0.36,2.49,0,0.24,Real
48.75,6.05,12.46,2.85,2.61,1.78,0.36,1.07,1.42,0.36,3.08,0,0,Real
37.05,8.67,15.44,5.34,2.61,1.43,0.12,2.14,1.54,0.59,4.16,0,0.12,Real
40.02,8.91,14.01,3.92,1.07,1.31,0.24,0.83,0.83,2.73,3.8,0,0.12,Real
44.95,6.3,14.86,2.62,2.38,0.95,0.12,1.19,0.59,3.09,5.23,0,0.24,Real
38.17,9.63,12.6,9.04,3.92,0.24,0.24,1.43,0.48,0.48,7.02,0,0.24,Real
41.5,7.85,15.34,3.8,1.43,0,0.36,0.48,2.38,0.48,6.66,0,0.12,Real
43.04,8.09,12.6,2.85,1.55,0.71,0.12,1.07,0.48,0.48,4.04,0.12,0.24,Real
43.93,6.67,12.86,3.33,3.21,0,0.12,1.07,0.36,0.83,7.26,0,0.12,Real
47.38,7.5,11.55,2.62,2.26,0.6,0.24,0.95,0.24,0.24,4.05,0.12,0.6,Real
43.45,8.69,13.93,3.45,2.14,0.95,0.12,2.14,0.36,0.71,4.29,0,0.24,Real
43.03,5.96,14.54,4.77,0.83,1.79,0.12,1.79,0.72,5.13,7.99,0,0,Real
46.72,7.87,14.42,3.34,2.5,0.36,0.12,1.91,0.83,1.31,3.22,0,0,Real
38.74,7.63,14.18,3.46,2.15,0.36,0.6,1.19,1.07,0,3.93,0,0,Real
43.15,8.82,13.95,3.34,2.5,0.95,0.12,2.15,0.36,0.72,4.29,0,0.24,Real
41,7.03,12.51,3.81,3.69,0.12,0.24,1.55,0.36,0.83,7.39,0,0.12,Real
41.53,6.68,10.5,3.1,2.15,0.72,0.36,1.07,1.43,0.6,4.65,0.12,0.24,Real
47.61,6.92,13.96,2.03,3.1,0.36,0.12,0.84,0.48,0.36,7.4,0,0.36,Real
48.33,6.21,12.41,2.15,1.19,1.07,0.48,2.03,0.72,0.48,5.61,0.36,0.24,Real
42.58,7.54,14.35,1.44,1.67,1.44,0.24,1.44,2.51,0.36,4.31,0,0,Real
39.23,8.25,13.16,2.39,2.15,1.08,0.24,1.2,1.08,0.24,5.62,0,0.24,Real
39.59,6.7,13.04,3.35,2.75,0.12,0.12,1.67,0.6,0.6,4.78,0,0.12,Real
46.47,6.71,12.57,2.28,1.92,0.84,0.12,2.51,0.24,0.6,4.19,0,0,Real
37.29,6.95,15.11,3.96,1.32,0.96,0.24,1.56,0.48,1.44,5.88,0,0,Real
37.89,9.47,13.67,2.64,3,0.72,0.24,1.2,0.24,0.84,4.56,0,0,Real
40.05,7.43,16.31,5.28,4.08,0,0.36,1.32,1.32,0.12,6.95,0,0.12,Real
41.49,6.83,10.55,2.76,2.4,0.72,0.36,1.08,1.44,0.6,4.68,0.12,0.24,Real
43.94,6.96,14.29,3,2.52,1.56,0.24,2.04,1.2,0.72,4.56,0,0,Real
43.1,6.84,14.17,3.24,0.96,0.48,0.12,1.08,1.08,1.08,6,0.12,0,Real
40.7,8.64,12.73,1.32,1.68,2.76,0.24,1.32,0.24,1.2,4.92,0,0.24,Real
48.02,7.44,11.88,1.68,2.16,1.32,0.72,1.56,0.6,1.08,5.28,0.12,0.12,Real
42.62,8.88,13.93,3.6,3.48,0.48,0.24,1.92,0.72,0.96,3.48,0,0.12,Real
42.91,5.89,13.58,1.8,2.88,0.84,0.12,2.28,0.6,0.72,4.09,0,0.12,Real
43.15,6.01,13.46,2.16,2.64,0.84,0.12,2.28,0.6,0.72,4.21,0,0.12,Real
43.87,7.33,13.34,2.52,0.72,0.84,0.24,1.8,0.36,0.48,5.65,0.12,0.48,Real
45.31,7.57,15.14,2.28,2.28,0.24,0.24,1.32,0.48,0.96,4.81,0,0.36,Real
44.52,7.22,14.56,2.29,1.93,2.65,0.24,1.08,0.72,0.48,4.45,0,0,Real
40.31,7.34,15.28,5.78,3.13,0.84,0.12,0.84,1.08,0.6,7.46,0,0,Real
47.17,8.06,10.83,2.41,2.05,0.72,0.12,1.32,0.48,0.36,6.38,0,0.24,Real
44.65,9.87,13.12,2.05,2.05,1.2,0.24,1.08,1.08,0.36,2.17,0,0.48,Real
48.8,6.75,12.05,2.17,2.29,0.96,0.6,1.93,1.08,0.48,4.34,0,0.12,Real
31.2,7.35,10.6,3.61,2.05,1.08,0.12,0.72,0.84,0.6,8.07,0,3.25,Real
47.65,8.69,11.58,3.62,2.77,0.36,0.24,3.26,0.72,0.12,3.26,0,0.12,Real
44.81,7.73,13.53,2.42,2.05,2.05,0.12,2.54,0.36,0.48,3.14,0,0,Real
40.94,9.42,14.37,10.27,2.9,0,0.12,1.81,0.72,0.85,7.37,0,0,Real
38.16,10.99,15.58,1.81,2.05,2.66,0.24,3.26,0.97,1.69,3.99,0.12,0.24,Real
36.71,9.78,14.13,4.47,0.85,0.48,0.36,1.09,0.6,0.85,3.99,0,0.12,Real
44.69,6.28,11.23,3.5,2.05,0.6,0.36,0.85,1.21,0.36,5.07,0,0.6,Real
42.44,6.53,12.45,2.3,1.69,0.6,0.12,1.81,0.36,0.73,3.87,0,0.73,Real
47.16,7.01,13.91,1.81,3.39,0.36,0.12,0.85,0.48,0.36,7.5,0,0.36,Real
38.45,7.98,14.39,3.14,1.45,1.93,0.48,0.97,2.54,2.78,4.84,0,0.36,Real
43.53,6.65,10.88,2.18,2.54,0.97,0.12,1.33,0,0.6,3.87,0.24,0.12,Real
41.96,7.13,13.78,3.02,1.81,0.73,0.12,1.93,1.81,1.09,5.32,0,0.36,Real
42.13,10.65,15.25,3.15,0.97,0.36,0.48,0.48,1.45,1.69,6.05,0,0.85,Real
49.03,11.02,18.28,2.91,1.33,1.33,0.12,2.3,0.85,0.85,3.75,0,0,Real
37.29,8.6,12.95,3.87,0.85,0.61,0.24,1.21,0.97,0.61,5.45,0,0,Real
39.1,6.17,18.89,9.2,3.15,0.36,0.24,0.73,1.57,0.12,6.17,0,0.12,Real
39.35,7.51,15.86,4,2.54,0.12,0.36,0.12,1.45,0,6.54,0,0.36,Real
39.59,6.9,13.08,3.03,3.03,0,0.12,1.82,0.48,0.61,4.72,0,0.12,Real
43.95,7.14,13.44,2.3,0.97,0.85,0.24,1.82,0.36,0.36,5.69,0.12,0.48,Real
48.06,6.42,12.11,1.94,1.57,1.09,0.48,1.82,0.85,0.36,5.57,0.36,0.24,Real
43.1,8.47,12.59,2.42,1.69,0.73,0.12,1.09,0.48,0.48,4,0.12,0.24,Real
45.04,8.72,12.95,2.42,2.78,0.61,0.24,0.97,0.36,0.85,6.05,0,0.24,Real
32.73,8.12,11.76,5.7,1.7,1.58,0.12,1.94,2.18,0.97,1.82,0,0.12,Real
47.64,10.79,13.82,3.76,1.58,0,0.12,1.45,0.36,1.09,6.79,0,0,Real
39.52,8.85,15.15,3.39,1.45,1.45,0.12,1.58,0.61,0.24,5.7,0,1.33,Real
42.06,8.97,13.09,2.06,1.7,1.58,0.12,1.45,0.12,0.48,4.24,0.12,0.12,Real
